name,sa2_name,postcode
Annuello Bushland Reserve,Swan Hill Surrounds,3544.0
Emu Valley Bushland Reserve,Bendigo Surrounds - South,
"Acheron River, Granton Streamside Reserve",Alexandra,3711.0
Hughes Creek Flora Reserve,Seymour Surrounds,3444.0
Lake Coleman Wildlife Reserve (hunting),Longford - Loch Sport,3852.0
Great Otway National Park,Otway,3233.0
Yea G54 Bushland Reserve,Yea,3660.0
Bumbang I39 Bushland Reserve,Robinvale,
Mittyack Blue Hills Bushland Reserve,Mildura Surrounds,3489.0
Boikerbert Swamp Lake Reserve,West Wimmera,3318.0
Bannockburn Bushland Reserve,Bannockburn,3556.0
Maryborough Regional Park,Maryborough (Vic.),
Mount Meg Nature Conservation Reserve,Benalla Surrounds,3670.0
Bulgei Bushland Reserve,Swan Hill Surrounds,3544.0
Baranduda Regional Park,Yackandandah,3695.0
Dookie - Katamatite rail line Bushland Reserve,Moira,3649.0
Warby-Ovens National Park,Wangaratta Surrounds,3677.0
Yallock-Bulluk Marine & Coastal Park,Wonthaggi - Inverloch,3925.0
Lake Rowan Bushland Reserve,Moira,3649.0
Mount Ochtertyre Scenic Reserve,Rutherglen,3687.0
Chiltern-Mt Pilot National Park,Wangaratta Surrounds,3677.0
Brataualung Forest Park - Mount Fatigue Block,Foster,3957.0
Willow Grove Bushland Reserve,Mount Baw Baw Region,3831.0
Lonsdale Nature Conservation Reserve,Stawell,3374.0
Cavendish Bushland Reserve,Southern Grampians,3294.0
Brittania Creek Cave Geological Reserve,Yarra Valley,3139.0
Tunnel Hill Bushland Reserve,Maryborough Surrounds,3370.0
Mount Greenock Geological Reserve,Maryborough Surrounds,3370.0
Bung Bong Streamside Reserve,Avoca,3467.0
Carapugna Bushland Reserve,Buloke,3393.0
Ellesmere Bushland Reserve,Bendigo Surrounds - North,3556.0
Proposed Murray River Park (part),Red Cliffs,3496.0
Otway Forest Park,Otway,3233.0
Livingstone Creek Natural Features and Scenic Reserve,Bruthen - Omeo,3699.0
Truganina South Nature Conservation Reserve,Truganina - South East,3027.0
Yannathan I97 Bushland Reserve,Koo Wee Rup,3981.0
Werrimull Bushland Reserve,Mildura Surrounds,3489.0
Black Ball Mine Dam Bushland Reserve,Chiltern - Indigo Valley,3683.0
Devilbend Natural Features Reserve,Flinders,3916.0
Wright Forest Bushland Area,Emerald - Cockatoo,3781.0
Glenmaggie Regional Park,Maffra,3825.0
Yandoit Bushland Reserve,Daylesford,3363.0
Croajingolong National Park,Orbost,3885.0
Annuello Flora and Fauna Reserve,Mildura Surrounds,3489.0
Cosgrove South H55 Bushland Reserve,Shepparton Surrounds - East,3633.0
Crossover Regional Park,Mount Baw Baw Region,3831.0
Kooraweera Lakes Wildlife Reserve (no hunting),Corangamite - North,3251.0
Repper Bushland Reserve,Stawell,3374.0
Mamengoroock I72 Bushland Reserve,Mildura Surrounds,3489.0
Turrumberry North Bushland Reserve,Lockington - Gunbower,3562.0
Phillip Island Nature Park,Phillip Island,3922.0
Ovens River J16 Streamside Reserve,Bright - Mount Beauty,3697.0
Lake Peawick-Gorra Lake Reserve,Ararat Surrounds,3373.0
Broken-Boosey State Park,Moira,3649.0
Kings Billabong Park,Irymple,3498.0
Lind National Park,Orbost,3885.0
Bruarong Bushland Reserve,Yackandandah,3695.0
Broken-Boosey State Park,Moira,3649.0
Walhalla Historic Area,Mount Baw Baw Region,3831.0
Apsley Bushland Reserve,West Wimmera,3318.0
Mount Majestic Bushland Reserve,Emerald - Cockatoo,3781.0
Reedy Creek K17 Streamside Reserve,Beechworth,3747.0
Jilpanger Nature Conservation Reserve,West Wimmera,3318.0
North Western Port Nature Conservation Reserve,Pearcedale - Tooradin,3980.0
Kout Narin I38 Bushland Reserve,West Wimmera,3318.0
Pannoobamawm Nature Conservation Reserve,Lockington - Gunbower,3562.0
Churchill National Park,Endeavour Hills - North,3156.0
Bendigo Regional Park,Bendigo Surrounds - South,3556.0
Broken-Boosey State Park,Moira,3649.0
Holden Bushland Reserve,Stawell,3374.0
Callignee Bushland Reserve,Churchill,3842.0
Bullarook Creek Streamside Reserve,Creswick - Clunes,
Mirampiram I38 Bushland Reserve,Nhill Region,3414.0
Warrengine Creek Streamside Reserve,Hastings - Somers,3915.0
Macedon Regional Park,Woodend,3458.0
River Murray Reserve (non-PV),Towong,3700.0
Stewarton Bushland Reserve,Benalla Surrounds,3670.0
Walpeup I103 Bushland Reserve,Mildura Surrounds,3489.0
Corindhap Nature Conservation Reserve,Golden Plains - South,3328.0
Ecologically Managed Minor Area Park,Mildura Surrounds,3489.0
Wychitella Nature Conservation Reserve,Loddon,3463.0
Moyston I77 Bushland Reserve,Ararat Surrounds,3373.0
Gembrook G203 Bushland Reserve,Emerald - Cockatoo,3781.0
Ganoo Ganoo Bushland Reserve,West Wimmera,3318.0
Tiega I28 Bushland Reserve,Mildura Surrounds,3489.0
Murroon Bushland Reserve,Colac Surrounds,3241.0
Steiglitz Historic Park,Golden Plains - South,3328.0
Puffing Billy Historic & Cultural Features Res.,Belgrave - Selby,
Ravenswood Bushland Reserve,Bendigo Surrounds - South,
Castlemaine Diggings National Heritage Park,Castlemaine,3450.0
Illawarra H9 Bushland Reserve,Stawell,3374.0
Kurraca I111 Bushland Reserve,Loddon,3463.0
Tarragal Education Area,Glenelg (Vic.),3292.0
Kirchubels Tramway & Mill Historic & Cultural Features Res.,Mount Baw Baw Region,3831.0
Whitehorse Bushland Reserve,Yarriambiack,3385.0
Gellatly Bushland Reserve,Yarriambiack,3385.0
Mount Torbreck Natural Features and Scenic Reserve,Alexandra,3711.0
Gerang Gerung (north) Flora Reserve,Nhill Region,3414.0
Martins Creek Nature Conservation Reserve,Orbost,3885.0
Lilydale-Warburton Rail Trail,Wandin - Seville,3770.0
Lake Wyn Wyn Wildlife Reserve (hunting),Horsham Surrounds,
Specimen Hill Bushland Reserve,Bendigo,
Tungamah Natural Features Reserve,Moira,3649.0
Moodemere Nature Conservation Reserve,Rutherglen,3687.0
Wilsons Promontory National Park,Wilsons Promontory,3960.0
Pier Millan Bushland Reserve,Buloke,3393.0
Beethang I100 Bushland Reserve,Yackandandah,3695.0
Phillip Island A27 Park,Phillip Island,3922.0
Tarwin H7 Bushland Reserve,Foster,3957.0
"North, Centre and other Lakes Wildlife Reserve (hunting)",West Wimmera,3318.0
Wilsons Promontory National Park,Wilsons Promontory,3960.0
"Williamstown Workshop, Piers & Stony Creek Backwash",Newport,3015.0
Beechworth Historic Park,Beechworth,3747.0
Irrewillipe Bushland Reserve,Colac Surrounds,3241.0
Dabyminga Creek Bushland Reserve,Kilmore - Broadford,
Cape Conran Coastal Park,Orbost,3885.0
Woodfield trestle bridge Historic & Cultural Features Res.,Mansfield (Vic.),3713.0
Port Campbell National Park,Corangamite - South,3260.0
Numurkah Natural Features Reserve,Numurkah,3635.0
Marlo Coastal Reserve (COM),Orbost,3885.0
Wychitella Nature Conservation Reserve,Loddon,3463.0
Wannon Falls Scenic Reserve,Southern Grampians,3294.0
Kinglake National Park,Kinglake,3807.0
Magpie Creek Historic Reserve,Beechworth,3747.0
Green Hills Nature Conservation Reserve,Alps - East,3707.0
Lal Lal - Bungal Historic Area,Gordon (Vic.),3334.0
River Murray Reserve,Gannawarra,3527.0
Nulkwyne I22 Bushland Reserve,Mildura Surrounds,3489.0
Howqua G121 Bushland Reserve,Mansfield (Vic.),3713.0
Mount Wills Historic Area,Bruthen - Omeo,3699.0
Moliagul I104 Bushland Reserve,Loddon,3463.0
Dandenong Ranges National Park,Mount Dandenong - Olinda,3154.0
Upotipotpon H80 Bushland Reserve,Euroa,
Healesville Sanctuary,Healesville - Yarra Glen,3775.0
Beechworth Historic Park,Beechworth,3747.0
Phillip Island Nature Park,Phillip Island,3922.0
Bambill Bushland Reserve,Mildura Surrounds,3489.0
Nullan I105 Bushland Reserve,Yarriambiack,3385.0
Yarra Valley Parklands,Heidelberg - Rosanna,
Lake Dollanoke Lake Reserve,West Wimmera,3318.0
Kangerong Nature Conservation Reserve,Flinders,3916.0
Greater Bendigo National Park,Bendigo Surrounds - North,3556.0
Otway Forest Park,Otway,3233.0
Koonda Bushland Reserve,Shepparton Surrounds - East,3633.0
Dandenong Ranges National Park,Mount Dandenong - Olinda,3154.0
Barrett Flora and Fauna Reserve,Yarriambiack,3385.0
Tarra-Bulga National Park,Yarram,3844.0
Western Port Coastal Reserve (COM),Hastings - Somers,3915.0
Winton Wetlands Natural Features Reserve,Benalla Surrounds,3670.0
Waanyarra Nature Conservation Reserve,Loddon,3463.0
Nyerimilang Park Gippsland Lakes Reserve,Lakes Entrance,3903.0
Crymelon Bushland Reserve,Yarriambiack,3385.0
Campbells Bridge Bushland Reserve,Stawell,3374.0
Tarra-Bulga National Park,Yarram,3844.0
Ovens River J15 Streamside Reserve,Bright - Mount Beauty,3697.0
Banchory Grove Grassland Nature Conservation Reserve,Hillside,3037.0
Proposed Murray River Park (part),Mildura - North,3556.0
Wehla Nature Conservation Reserve,Loddon,3463.0
Dandenong Ranges National Park,Belgrave - Selby,3556.0
McLoughlins Beach - Seaspray Coastal Reserve,Yarram,3844.0
Murmungee I76 Bushland Reserve,Wangaratta Surrounds,3677.0
Woodfield trestle bridge Historic & Cultural Features Res.,Mansfield (Vic.),3713.0
Numurkah Natural Features Reserve,Numurkah,3635.0
Dundas Range Scenic Reserve,Southern Grampians,3294.0
Moreep Bushland Reserve,Golden Plains - South,3328.0
Mortlake N16 Lake Reserve,Moyne - East,3265.0
Tooborac Nature Conservation Reserve,Seymour Surrounds,3444.0
Cockajemmy Lakes Lake Reserve,Ararat Surrounds,3373.0
Hepburn Regional Park,Daylesford,3363.0
Macedon Regional Park,Macedon,3440.0
Wilsons Promontory National Park,Wilsons Promontory,3960.0
Baring North I111 Bushland Reserve,Mildura Surrounds,3489.0
Otway Forest Park,Otway,3233.0
Castlemaine Diggings National Heritage Park,Castlemaine,3450.0
Yambuk Coastal Reserve,Glenelg (Vic.),3292.0
Cantwell Nature Conservation Reserve,Lockington - Gunbower,3562.0
Pioneer Mine Historic Reserve,Towong,3700.0
Plenty Gorge Parklands,South Morang - North,
Broken-Boosey State Park,Moira,3649.0
Arthurs Seat State Park,Flinders,3916.0
Nullan I108 Bushland Reserve,Yarriambiack,3385.0
Numurkah Natural Features Reserve,Numurkah,3635.0
Red Morass Gippsland Lakes Reserve,Longford - Loch Sport,3852.0
Granite Hill Scenic Reserve,Beaufort,3468.0
Bells Swamp Nature Conservation Reserve,Castlemaine Surrounds,3364.0
Timboon I1 Bushland Reserve,Corangamite - South,3260.0
Boigbeat Tank Bushland Reserve,Buloke,3393.0
Lang Plain Bushland Reserve,Buloke,3393.0
Rushworth - Colbinabbin rail line (VicTrack) Bushland Reserve,Rushworth,3523.0
Bendigo Regional Park,Bendigo,
Annuello Flora and Fauna Reserve,Mildura Surrounds,3489.0
Puffing Billy Historic & Cultural Features Res.,Emerald - Cockatoo,3781.0
Wonthaggi G240 Bushland Reserve,Wonthaggi - Inverloch,3925.0
Terrick Terrick North Bushland Reserve,Loddon,3463.0
Dandenong Ranges National Park,Mount Dandenong - Olinda,3154.0
Great Otway National Park,Otway,3233.0
Otway Forest Park,Otway,3233.0
Macedon Regional Park,Macedon,3440.0
Dandenong Ranges National Park,Mount Dandenong - Olinda,3154.0
Great Otway National Park,Otway,3233.0
Tutchewop Wildlife Reserve (hunting),Gannawarra,3527.0
White Hills sediments Geological Reserve,White Hills - Ascot,3550.0
Emerald Bushland Reserve,Emerald - Cockatoo,3781.0
Bendigo Regional Park,Kangaroo Flat - Golden Square,3555.0
Shepparton Regional Park,Kialla,
Terrick Terrick National Park,Lockington - Gunbower,3562.0
Upotipotpon Nature Conservation Reserve,Euroa,
Wilsons Promontory National Park,Wilsons Promontory,3960.0
Otway Forest Park,Lorne - Anglesea,3230.0
Rushworth - Colbinabbin rail line (VicTrack) Bushland Reserve,Rushworth,3523.0
Cobra Killuc Wildlife Reserve (no hunting),Moyne - East,3265.0
Goldie Bushland Reserve,Romsey,3432.0
Grampians National Park,Stawell,3374.0
Kanyapella Wildlife Reserve (hunting),Kyabram,3621.0
Lakes Entrance - Lake Tyers Coastal Reserve,Lakes Entrance,3903.0
State Coal Mine Historic & Cultural Features Res.,Wonthaggi - Inverloch,3925.0
Port Fairy Coastal Reserve,Moyne - West,3275.0
Gippsland Lakes Coastal Park,Longford - Loch Sport,3852.0
Wandiligong Education Area,Bright - Mount Beauty,3697.0
Maribyrnong Valley Parklands (COM),Keilor,
Chiltern-Mt Pilot National Park,Chiltern - Indigo Valley,3683.0
Boweya H101 Bushland Reserve,Benalla Surrounds,3670.0
Cathcart Bushland Reserve,Ararat Surrounds,3373.0
Otway Forest Park,Otway,3233.0
Gadsen Bend Park,Robinvale,
Yarck Nature Conservation Reserve,Alexandra,3711.0
Balmattum Nature Conservation Reserve,Euroa,3556.0
Youarang Natural Features Reserve,Moira,3649.0
Annuello Bushland Reserve,Swan Hill Surrounds,3544.0
Proposed Murray River Park (part),Moira,3649.0
Pira Bushland Reserve,Swan Hill Surrounds,3544.0
Molesworth Nature Conservation Reserve,Yea,3660.0
Strathfieldsaye Streamside Reserve,Strathfieldsaye,
Beware Reef Marine Sanctuary,Orbost,3885.0
Tooradin Jetty,Pearcedale - Tooradin,3980.0
Devilbend Natural Features Reserve,Flinders,3916.0
Danyo I64 Bushland Reserve,Mildura Surrounds,3489.0
Lilydale-Warburton Rail Trail,Yarra Valley,3139.0
Great Otway National Park,Otway,3233.0
Hoddles Creek Nature Conservation Area,Yarra Valley,3139.0
Marong H71 Bushland Reserve,Bendigo Surrounds - North,3556.0
Agnes Falls Scenic Reserve,Foster,3957.0
Otway Forest Park,Otway,3233.0
Numurkah Natural Features Reserve,Numurkah,3635.0
Kadnook I29 Bushland Reserve,West Wimmera,3318.0
Tallarook Bushland Reserve,Seymour Surrounds,3444.0
Beeac Swamp Lake Reserve,Colac Surrounds,3241.0
Braeside Park,Dingley Village,
Western Port Coastal Reserve (COM),Hastings - Somers,3915.0
Belgrave South Bushland Reserve,Belgrave - Selby,
Lake Curlip Wildlife Reserve (hunting),Orbost,3885.0
Curyo I295 Bushland Reserve,Buloke,3393.0
Shepparton Regional Park,Shepparton - North,
Gippsland Lakes Coastal Park,Longford - Loch Sport,3852.0
Broken-Boosey State Park,Moira,3649.0
Killawarra H103 Bushland Reserve,Wangaratta Surrounds,3677.0
Warby-Ovens National Park,Wangaratta Surrounds,3677.0
Gilbertsons Grassland Nature Conservation Reserve,Derrimut,3020.0
Wilsons Hill Nature Conservation Reserve,Bendigo Surrounds - South,3809.0
Anglesea Bushland Reserve,Lorne - Anglesea,3230.0
Pilchers Bridge Nature Conservation Reserve,Bendigo Surrounds - South,3812.0
Wy Yung I19 Bushland Reserve,Bruthen - Omeo,3699.0
Dandenong Ranges National Park,Montrose,
Lake Keilambete Lake Reserve,Corangamite - North,3251.0
Melbourne Strategic Assessment Reserve,Rockbank - Mount Cottrell,3556.0
Lower Glenelg National Park,Glenelg (Vic.),3292.0
Plenty Gorge Parklands (COM),Plenty - Yarrambat,3088.0
Maldon Historic Reserve,Castlemaine Surrounds,3364.0
Brooks Swamp Wildlife Reserve (hunting),West Wimmera,3318.0
Morkalla - Red Cliffs Railway Bushland Reserve,Mildura Surrounds,3489.0
Otway Forest Park,Otway,3233.0
Great Otway National Park,Otway,3233.0
Dunstan Bushland Reserve,Buloke,3393.0
Moss Tank Flora and Fauna Reserve,Swan Hill Surrounds,3544.0
Lacey St Depot Sale,Sale,3850.0
Collins Settlement Site Historic & Cultural Features Res.,Point Nepean,3941.0
Kurth Kiln Regional Park,Yarra Valley,3139.0
Mooree Historic & Cultural Features Res.,Nhill Region,3414.0
Walhalla Historic Area,Mount Baw Baw Region,3831.0
Pooks Bushland Reserve,Buloke,3393.0
Macedon Regional Park,Macedon,3440.0
Mount Jeffcott Flora and Fauna Reserve,Buloke,3393.0
Tullaroop Creek Streamside Reserve,Creswick - Clunes,3556.0
Lads Tank Bushland Reserve,Mildura Surrounds,3489.0
Cowangie Bushland Reserve,Mildura Surrounds,3489.0
Holey Plains State Park,Rosedale,3854.0
Pilchers Bridge Nature Conservation Reserve,Bendigo Surrounds - South,
Kaladbro H20 Bushland Reserve,Glenelg (Vic.),3292.0
Castlemaine Diggings National Heritage Park,Castlemaine Surrounds,3364.0
Kinglake West Education Area,Kinglake,
Woodfield trestle bridge Historic & Cultural Features Res.,Mansfield (Vic.),3713.0
Digby H5 Bushland Reserve,Glenelg (Vic.),3292.0
River Murray Reserve (non-PV),Echuca,
Balmoral Nature Conservation Reserve,Southern Grampians,3294.0
Perts Streamside Reserve,Yea,3660.0
Coleraine Court House Historic Reserve,Southern Grampians,3294.0
Grant Historic Area,Alps - West,3723.0
Moondarra State Park,Mount Baw Baw Region,3831.0
Talbot Bushland Reserve,Maryborough Surrounds,3370.0
Bass Recreation Reserve,Wonthaggi - Inverloch,3925.0
Ni Ni Wildlife Reserve (hunting),Nhill Region,3414.0
Avoca North Bushland Reserve,Avoca,3467.0
Melbourne Strategic Assessment Reserve,Rockbank - Mount Cottrell,
Kororoit Creek K37 Streamside Reserve,Fraser Rise - Plumpton,3335.0
Strathloddon Bushland Reserve,Castlemaine Surrounds,3364.0
Bay of Islands Coastal Park,Moyne - East,3265.0
Mount Wills Historic Area,Bruthen - Omeo,3699.0
Tungamah Natural Features Reserve,Moira,3649.0
Glenelg River (4) Streamside Reserve,Glenelg (Vic.),3292.0
Pipit Nature Conservation Reserve,Lockington - Gunbower,3562.0
Lake Eildon NP (Thornton),Alexandra,3711.0
Lake Bulkil Narra Lake Reserve,Corangamite - North,3251.0
Lower Yarra River land,Abbotsford,
Great Otway National Park,Otway,3233.0
Beechworth Historic Park,Beechworth,3747.0
Neerim G209 Bushland Reserve,Mount Baw Baw Region,3831.0
Jilpanger Nature Conservation Reserve,Horsham Surrounds,
Brisbane Ranges National Park,Golden Plains - South,3328.0
Moondarra State Park,Mount Baw Baw Region,3831.0
Waranga H116 Bushland Reserve,Rushworth,3523.0
Yarrara Flora and Fauna Reserve,Mildura Surrounds,3489.0
Proposed Murray River Park (part),Mildura - North,
Ondit N39 Lake Reserve,Colac Surrounds,3241.0
Terrappee Nature Conservation Reserve,Loddon,3463.0
Croajingolong National Park,Orbost,3885.0
Glenmaggie Regional Park,Maffra,3825.0
Old Longwood Bushland Reserve,Euroa,
Maribyrnong Valley Parklands,Keilor Downs,
Pallarang Bushland Reserve,Mildura Surrounds,3489.0
RJ Hamer Arboretum - Gardens of the Dandenongs,Mount Dandenong - Olinda,3154.0
Gobarup H109 Bushland Reserve,Rushworth,3523.0
Worooa Bushland Reserve,Mildura Surrounds,3489.0
Slocombes Cave Reserve,Orbost,3885.0
Grampians National Park,Southern Grampians,3294.0
Muckleford Nature Conservation Reserve,Castlemaine Surrounds,3364.0
Bolton Bushland Reserve,Swan Hill Surrounds,3544.0
Castlemaine Diggings National Heritage Park,Castlemaine Surrounds,3364.0
Carboor Upper Education Area,Wangaratta Surrounds,3677.0
Curyo I295 Bushland Reserve,Buloke,3393.0
Glenlee Flora and Fauna Reserve,Nhill Region,3414.0
Port Campbell National Park,Corangamite - South,3260.0
Walmer I139 Bushland Reserve,Castlemaine Surrounds,3364.0
Brassey Mine Bushland Reserve,Castlemaine Surrounds,3364.0
Barrabool Flora and Fauna Reserve,Yarriambiack,3385.0
Marmal H2 Bushland Reserve,Loddon,3463.0
Caralulup Nature Conservation Reserve,Maryborough Surrounds,3370.0
Maldon Historic Reserve,Castlemaine Surrounds,3364.0
Proposed Murray River Park (part),Mildura - North,
Spring Plains Bushland Reserve,Seymour Surrounds,3444.0
Hollands Landing Gippsland Lakes Reserve,Longford - Loch Sport,3852.0
Olivers Lake Flora and Fauna Reserve,Horsham Surrounds,
Breamlea Flora and Fauna Reserve,Barwon Heads - Armstrong Creek,3217.0
Otway Forest Park,Winchelsea,3240.0
Freeburgh Streamside Reserve,Bright - Mount Beauty,3697.0
Pepper Plains Bushland Reserve,Nhill Region,3414.0
Otway Forest Park,Otway,3233.0
Warrandyte - Kinglake Nature Conservation Reserve,Panton Hill - St Andrews,3099.0
Powers Creek School Bushland Reserve,West Wimmera,3318.0
Lady Somers Bridge Streamside Reserve,Ararat Surrounds,3373.0
Tarwin H7 Bushland Reserve,Foster,3957.0
Proposed Murray River Park (part),Swan Hill Surrounds,3544.0
Glenrowan I70 Bushland Reserve,Wangaratta Surrounds,3677.0
Lauriston Bushland Reserve,Kyneton,3446.0
